exp,species,dev_stage,tissue,area,x,y,perimeter
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,25.01,6.03,6.35,18.89
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,11.67,4.13,3.81,12.46
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,30.48,8.89,4.44,21.73
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,19.32,6.03,5.08,16.46
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,33.23,6.67,7.3,21.83
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,37.31,7.94,6.03,22.77
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,27.19,8.25,5.4,20.26
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,43.14,9.52,6.35,25.26
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,28.33,6.98,5.71,20.15
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,29.19,6.03,6.35,19.79
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,78.9,10.16,10.16,32.08
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,67.78,13.02,7.3,33.17
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,34.22,6.67,6.98,21.2
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,21.42,5.4,5.08,17.01
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,35.75,6.35,7.62,22.02
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,42.74,6.35,9.21,24.35
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,63.88,8.25,10.79,29.92
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,44.1,7.3,8.57,24.69
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,69.49,8.57,11.43,30.76
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,54.3,9.52,8.25,26.91
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,76.1,10.16,11.11,32
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,55.32,11.43,6.35,28.78
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,49.57,6.98,8.89,25.97
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,72.21,10.48,9.52,30.98
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,31.13,6.67,6.67,20.59
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,26.73,8.25,4.76,20.5
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,44.55,9.84,6.35,25.41
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,35.24,8.57,5.71,22.35
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,35.44,6.98,6.98,22.56
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,45.94,9.84,6.98,27.28
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,34.66,6.98,6.67,21.43
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,28.6,7.3,5.71,20.23
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,33.7,6.98,6.67,21.7
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,20.37,4.76,6.03,16.83
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,62.58,8.89,10.16,29.71
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,31.32,7.3,7.62,23.13
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,102.64,15.24,9.21,39.3
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,31.77,8.89,7.94,25.17
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,76.92,12.7,7.3,33.26
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,63.14,9.21,9.52,29.94
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,27.54,6.98,6.67,20.83
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,47.31,10.16,6.67,26.04
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,48.21,8.57,7.94,25.77
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,44.42,7.94,8.25,24.85
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,34.98,7.94,6.35,21.99
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,47.95,13.65,5.08,30.93
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,52.04,7.94,9.21,27.31
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,43.13,9.21,6.67,25.15
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,31.94,6.35,6.35,20.6
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,37.89,6.03,8.57,23.34
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,73.53,10.16,11.11,33.46
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,70.7,12.06,10.16,34.34
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,35.95,9.52,5.08,23.74
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,91.75,13.65,9.21,35.6
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,60.29,9.84,10.79,31.41
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,55.83,13.65,7.3,33.33
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,76.73,15.24,8.57,36.94
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,118.58,14.92,10.48,40.49
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,106.64,11.43,13.02,37.96
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,38.37,6.67,7.3,22.84
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,52.01,10.16,6.98,26.76
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,29.07,6.67,5.71,19.83
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,37.17,7.3,7.62,22.99
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,32.37,8.25,5.71,21.53
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,45.01,7.94,7.94,24.74
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,59.31,14.92,5.4,33.94
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,55.14,9.52,7.94,27.5
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,32.56,6.03,6.98,20.71
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,38.55,7.62,6.67,22.99
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,31.08,7.3,6.03,20.97
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,31.05,6.98,6.67,21.27
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,44.83,8.25,8.25,25.69
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,28.24,6.67,5.4,19.58
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,33.61,7.62,5.4,21.53
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,24.6,5.4,6.67,19.15
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,47.16,8.25,8.25,25.6
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,75.71,9.84,9.52,31.87
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,41.67,9.52,5.71,24.55
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,46.79,10.16,6.03,26.17
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,39.07,7.62,7.3,23.63
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,31.27,6.98,6.67,21.05
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,44.37,8.89,7.94,25.31
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,41.21,6.98,8.25,23.98
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,17.64,6.35,4.13,16.45
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,46.53,9.84,6.35,25.49
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,50.85,8.57,7.62,26.06
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,58.49,10.79,7.3,28.6
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,47.36,9.21,7.3,25.52
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,45.19,9.21,6.98,25.24
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,48.35,9.52,6.98,25.83
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,52.29,8.89,8.57,28.12
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,31.03,11.11,4.44,24.92
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,60.71,8.89,9.52,28.12
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,29.29,7.62,6.03,21.16
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,49.17,8.57,7.62,25.62
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,59.57,10.16,7.94,28.8
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,25.01,6.35,5.71,19.13
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,20.63,5.71,5.08,16.96
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,33.87,7.94,6.03,21.47
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,17.35,5.4,4.76,15.4
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,38.76,7.3,7.3,22.64
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,31.92,10.16,4.13,24.29
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,32.06,10.48,4.13,24.15
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,45.59,10.79,6.03,26.71
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,37.87,8.25,6.35,22.77
P2x3-594 HNK1-488 20x 2,Bamboo shark,Pre-hatch,TG,37.26,7.62,6.67,22.12
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,280.42,21.57,18.4,68.57
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,480.32,29.19,22.21,87.26
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,360.54,24.11,19.67,72.17
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,283.04,18.4,19.67,64.4
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,419.92,25.38,24.75,84.07
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,374.63,21.57,20.94,72.73
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,455.15,22.21,29.19,91.88
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,191.24,19.04,13.32,61.83
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,187.42,15.86,15.86,54.47
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,423.35,27.28,20.3,81.48
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,221.44,17.77,15.86,61.37
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,259.48,20.3,22.21,68.14
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,369.2,22.84,25.38,80.19
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,424.55,22.84,22.84,78.64
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,322.29,22.84,18.4,67.85
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,280.42,21.57,18.4,68.57
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,480.32,29.19,22.21,87.26
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,360.54,24.11,19.67,72.17
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,283.04,18.4,19.67,64.4
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,419.92,25.38,24.75,84.07
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,374.63,21.57,20.94,72.73
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,455.15,22.21,29.19,91.88
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,191.24,19.04,13.32,61.83
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,187.42,15.86,15.86,54.47
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,423.35,27.28,20.3,81.48
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,221.44,17.77,15.86,61.37
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,259.48,20.3,22.21,68.14
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,369.2,22.84,25.38,80.19
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,424.55,22.84,22.84,78.64
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,322.29,22.84,18.4,67.85
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,280.42,21.57,18.4,68.57
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,480.32,29.19,22.21,87.26
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,360.54,24.11,19.67,72.17
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,283.04,18.4,19.67,64.4
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,419.92,25.38,24.75,84.07
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,374.63,21.57,20.94,72.73
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,455.15,22.21,29.19,91.88
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,191.24,19.04,13.32,61.83
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,187.42,15.86,15.86,54.47
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,423.35,27.28,20.3,81.48
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,221.44,17.77,15.86,61.37
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,259.48,20.3,22.21,68.14
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,369.2,22.84,25.38,80.19
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,424.55,22.84,22.84,78.64
Tg 10x 2-A,Bamboo shark,Pre-hatch,TG,322.29,22.84,18.4,67.85
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,613.35,25.4,29.52,96.43
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,491.91,21.9,32.38,87.18
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,315.75,23.81,18.73,75.41
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,165.08,12.38,19.68,54
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,325.07,23.17,23.49,74.97
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,382.76,28.89,20.95,81.89
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,281.03,18.1,22.54,65.18
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,368.71,20.32,22.86,74.55
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,178.03,13.33,19.05,55.14
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,225.6,13.97,27.94,70.49
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,161.85,12.06,18.41,50.1
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,146.59,14.92,13.33,49.7
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,127.79,9.52,16.83,45.01
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,511.56,23.49,27.94,86.13
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,195.62,15.24,20,58.3
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,613.35,25.4,29.52,96.43
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,491.91,21.9,32.38,87.18
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,315.75,23.81,18.73,75.41
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,165.08,12.38,19.68,54
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,325.07,23.17,23.49,74.97
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,382.76,28.89,20.95,81.89
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,281.03,18.1,22.54,65.18
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,368.71,20.32,22.86,74.55
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,178.03,13.33,19.05,55.14
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,225.6,13.97,27.94,70.49
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,161.85,12.06,18.41,50.1
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,146.59,14.92,13.33,49.7
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,127.79,9.52,16.83,45.01
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,511.56,23.49,27.94,86.13
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,195.62,15.24,20,58.3
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,613.35,25.4,29.52,96.43
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,491.91,21.9,32.38,87.18
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,315.75,23.81,18.73,75.41
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,165.08,12.38,19.68,54
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,325.07,23.17,23.49,74.97
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,382.76,28.89,20.95,81.89
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,281.03,18.1,22.54,65.18
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,368.71,20.32,22.86,74.55
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,178.03,13.33,19.05,55.14
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,225.6,13.97,27.94,70.49
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,161.85,12.06,18.41,50.1
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,146.59,14.92,13.33,49.7
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,127.79,9.52,16.83,45.01
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,511.56,23.49,27.94,86.13
Tg CGRP-633 Acetub-488 4-B,Bamboo shark,Pre-hatch,TG,195.62,15.24,20,58.3
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,175.46,13.97,16.83,51.64
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,189.87,12.7,18.1,52.99
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,231.9,16.83,19.37,60.16
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,164.07,14.6,12.7,48.63
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,250.94,15.24,20.63,61.54
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,237.79,14.6,20.95,59.64
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,359.28,20.63,23.49,72.4
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,374.7,20.63,23.81,74.23
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,161.85,13.02,16.19,47.84
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,254.37,15.87,20.63,59.46
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,222.47,16.19,16.83,55.17
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,232.25,18.73,16.19,58.45
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,315.75,16.83,21.59,66.32
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,217.53,15.24,17.46,56.49
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,234.62,15.56,18.73,59.55
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,190.98,16.19,15.56,54.08
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,253.06,21.27,15.87,61.61
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,243.23,16.83,17.14,56.58
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,241.27,16.51,17.78,59.34
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,246.16,16.83,19.37,61.05
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,224.89,16.19,15.87,57.28
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,245.55,13.33,21.9,61.69
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,201.51,11.75,19.37,55.04
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,203.68,17.14,16.51,54.62
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,200.05,15.87,16.19,53.41
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,305.97,21.27,21.27,67.42
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,109.15,10.79,13.33,38.84
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,215.67,18.73,15.87,56.72
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,256.54,11.75,25.4,65.71
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,175.46,13.97,16.83,51.64
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,189.87,12.7,18.1,52.99
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,231.9,16.83,19.37,60.16
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,164.07,14.6,12.7,48.63
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,250.94,15.24,20.63,61.54
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,237.79,14.6,20.95,59.64
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,359.28,20.63,23.49,72.4
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,374.7,20.63,23.81,74.23
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,161.85,13.02,16.19,47.84
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,254.37,15.87,20.63,59.46
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,222.47,16.19,16.83,55.17
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,232.25,18.73,16.19,58.45
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,315.75,16.83,21.59,66.32
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,217.53,15.24,17.46,56.49
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,234.62,15.56,18.73,59.55
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,190.98,16.19,15.56,54.08
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,253.06,21.27,15.87,61.61
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,243.23,16.83,17.14,56.58
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,241.27,16.51,17.78,59.34
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,246.16,16.83,19.37,61.05
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,224.89,16.19,15.87,57.28
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,245.55,13.33,21.9,61.69
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,201.51,11.75,19.37,55.04
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,203.68,17.14,16.51,54.62
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,200.05,15.87,16.19,53.41
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,305.97,21.27,21.27,67.42
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,109.15,10.79,13.33,38.84
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,215.67,18.73,15.87,56.72
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,256.54,11.75,25.4,65.71
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,175.46,13.97,16.83,51.64
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,189.87,12.7,18.1,52.99
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,231.9,16.83,19.37,60.16
Tg P2X3-488 AceTub-594 20x 1-C,Bamboo shark,Pre-hatch,TG,164.07,14.6,12.7,48.63
